File Path,File Name,Parser Name,Status,Error Message,Duration (ms)
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_1.json","grammar_1.json","System.Text.Json","Success","","74"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_1.json","grammar_1.json","Newtonsoft.Json","Success","","105"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_1.json","grammar_1.json","Jil","Success","","115"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_1.json","grammar_1.json","Utf8Json","Success","","58"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_1.json","grammar_1.json","ServiceStack.Text","Success","","39"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_1.json","grammar_1.json","FastJson","Success","","69"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_10.json","grammar_10.json","System.Text.Json","Error","The maximum configured depth of 64 has been exceeded. Cannot read next JSON array. Path: $ | LineNumber: 117756 | BytePositionInLine: 128.","36"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_10.json","grammar_10.json","Newtonsoft.Json","Error","The reader's MaxDepth of 64 has been exceeded. Path '[6]['bd 9W'].uKhSH[0].GY3zi.TrHCv[1][4][3][1][4][4].1pu7YA[2][1][0].bE92P[0][3][2][3][1][2][1][1].rV78G.0tjIK[0][0][' YccN'][0].w6c9h46.6Nwd9.QA4sM[0][2][3].UQmo0aXtHQ[2][0][0].key[2][0][1][0][1][0][0][1].key.key.key[3][0][3][2][3][4][3][1][0][0][0]', line 117757, position 129.","59"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_10.json","grammar_10.json","Jil","Success","","91"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_10.json","grammar_10.json","Utf8Json","Success","","58"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_10.json","grammar_10.json","ServiceStack.Text","Success","","56"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_10.json","grammar_10.json","FastJson","Success","","54"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_100.json","grammar_100.json","System.Text.Json","Success","","84"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_100.json","grammar_100.json","Newtonsoft.Json","Success","","126"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_100.json","grammar_100.json","Jil","Success","","143"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_100.json","grammar_100.json","Utf8Json","Success","","86"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_100.json","grammar_100.json","ServiceStack.Text","Success","","51"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_100.json","grammar_100.json","FastJson","Success","","55"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_101.json","grammar_101.json","System.Text.Json","Success","","68"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_101.json","grammar_101.json","Newtonsoft.Json","Success","","111"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_101.json","grammar_101.json","Jil","Success","","144"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_101.json","grammar_101.json","Utf8Json","Success","","76"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_101.json","grammar_101.json","ServiceStack.Text","Success","","46"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_101.json","grammar_101.json","FastJson","Success","","51"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_102.json","grammar_102.json","System.Text.Json","Success","","79"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_102.json","grammar_102.json","Newtonsoft.Json","Success","","107"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_102.json","grammar_102.json","Jil","Success","","143"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_102.json","grammar_102.json","Utf8Json","Success","","85"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_102.json","grammar_102.json","ServiceStack.Text","Success","","47"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_102.json","grammar_102.json","FastJson","Success","","55"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_103.json","grammar_103.json","System.Text.Json","Success","","70"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_103.json","grammar_103.json","Newtonsoft.Json","Success","","117"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_103.json","grammar_103.json","Jil","Success","","146"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_103.json","grammar_103.json","Utf8Json","Success","","70"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_103.json","grammar_103.json","ServiceStack.Text","Success","","44"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_103.json","grammar_103.json","FastJson","Success","","51"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_104.json","grammar_104.json","System.Text.Json","Success","","86"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_104.json","grammar_104.json","Newtonsoft.Json","Success","","133"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_104.json","grammar_104.json","Jil","Success","","155"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_104.json","grammar_104.json","Utf8Json","Success","","103"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_104.json","grammar_104.json","ServiceStack.Text","Success","","58"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_104.json","grammar_104.json","FastJson","Success","","67"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_105.json","grammar_105.json","System.Text.Json","Success","","67"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_105.json","grammar_105.json","Newtonsoft.Json","Success","","116"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_105.json","grammar_105.json","Jil","Success","","152"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_105.json","grammar_105.json","Utf8Json","Success","","67"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_105.json","grammar_105.json","ServiceStack.Text","Success","","58"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_105.json","grammar_105.json","FastJson","Success","","53"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\10mbgenerated\grammar_106.json","grammar_106.json","System.Text.Json","Error","The maximum configured depth of 64 has been exceeded. Cannot read next JSON array. Path: $ | LineNumber: 85506 | BytePositionInLine: 128.","34"
