File Path,File Name,Parser Name,Status,Error Message,Duration (ms)
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_1.json","grammar_1.json","System.Text.Json","Error","The maximum configured depth of 64 has been exceeded. Cannot read next JSON object. Path: $ | LineNumber: 1042210 | BytePositionInLine: 135.","390"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_1.json","grammar_1.json","Newtonsoft.Json","Error","The reader's MaxDepth of 64 has been exceeded. Path '[46]['tjg q'][1].N8X4S.CjzpI[2][0][3][0].Q6fLF[0].WDJxM.00tZv[0].tn2Rgw[2][4][1][1][1][2][0][1][3][4][0][0][3][2][0][0].Y1chBrOfgY[0][1].okB.QwDEBW.key[1][2][2].key.key[3][2][3].key[0][0][3][0][0].key[1][1][1][0][0].key[1][0].key.key[0].key', line 1042211, position 136.","905"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_1.json","grammar_1.json","Jil","Success","","1422"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_1.json","grammar_1.json","Utf8Json","Success","","825"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_1.json","grammar_1.json","ServiceStack.Text","Success","","840"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_1.json","grammar_1.json","FastJson","Success","","911"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_10.json","grammar_10.json","System.Text.Json","Error","The maximum configured depth of 64 has been exceeded. Cannot read next JSON object. Path: $ | LineNumber: 127759 | BytePositionInLine: 135.","357"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_10.json","grammar_10.json","Newtonsoft.Json","Error","The reader's MaxDepth of 64 has been exceeded. Path '[6].gucbz.BFrxW[0][1][1][1][1].zGe4ph88AO[0].KzxE[0][2]['0G2KZ GN8'][3][3].ZQzQQfClc[0][1][1][1][4][4][2][1][0][3].mOAHE.sTgy7[1][0].uxQr8[1][1].aW1Jg[0]['3i y'][0][0].key.key[0][0][0].key[2].key.key[0][1].key[1][3].key[2][2][0][2][0][2][2][0].key.key', line 127760, position 136.","380"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_10.json","grammar_10.json","Jil","Success","","1312"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_10.json","grammar_10.json","Utf8Json","Success","","847"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_10.json","grammar_10.json","ServiceStack.Text","Success","","754"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_10.json","grammar_10.json","FastJson","Success","","862"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_100.json","grammar_100.json","System.Text.Json","Error","The maximum configured depth of 64 has been exceeded. Cannot read next JSON object. Path: $ | LineNumber: 184893 | BytePositionInLine: 128.","444"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_100.json","grammar_100.json","Newtonsoft.Json","Error","The reader's MaxDepth of 64 has been exceeded. Path '[7].YrVVI.KPoST[1][1][1][2][0][1][2][0][3][0][3]['Ue7upj b'][0][0][2][1].Wq0UE[1].S1FpS.GpJ9ck6J[1][1][0].w6Kvrlfg[2][0].ugoYqijS[3][0].537Vh.DTshF[0][3][1][1][0][2][3][0][4][0][1][2][0][1][4].Yude316l[1][0][2].key[0][1][1][1][3][1][0].key.key[1]', line 184894, position 129.","328"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_100.json","grammar_100.json","Jil","Success","","1558"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_100.json","grammar_100.json","Utf8Json","Success","","961"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_100.json","grammar_100.json","ServiceStack.Text","Success","","858"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_100.json","grammar_100.json","FastJson","Success","","890"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_101.json","grammar_101.json","System.Text.Json","Error","The maximum configured depth of 64 has been exceeded. Cannot read next JSON object. Path: $ | LineNumber: 508662 | BytePositionInLine: 135.","431"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_101.json","grammar_101.json","Newtonsoft.Json","Error","The reader's MaxDepth of 64 has been exceeded. Path '[26].49OjP[3].sXHv9Jnt[1].JOOmb.wT6ob[3][3].tB3S4.M4BHJ[0]['PAW L'].BywGk[0][1][0][4].Wshj7.R0TB9[2][1][1][1][1][0][2].lPGIf[0].key[2][1][1][0][2].key[0][1][1][0][1][3][3][2].key[3][1].key[0][1][0][2][2][0][1][1][0].key[1][4][2][2].key.key', line 508663, position 136.","528"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_101.json","grammar_101.json","Jil","Success","","1446"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_101.json","grammar_101.json","Utf8Json","Success","","919"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_101.json","grammar_101.json","ServiceStack.Text","Success","","804"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_101.json","grammar_101.json","FastJson","Success","","872"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_102.json","grammar_102.json","System.Text.Json","Error","The maximum configured depth of 64 has been exceeded. Cannot read next JSON array. Path: $ | LineNumber: 814591 | BytePositionInLine: 128.","424"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_102.json","grammar_102.json","Newtonsoft.Json","Error","The reader's MaxDepth of 64 has been exceeded. Path '[49].A9AUA[' pUy1'][1][0].49sFM[0].Vuvta.w7Vt2[2][1].EW3pQ.Ejp9f[1].VCosu.mRaR5[0].R3uiQ[0].TVAGyr9Hh.TG1sCki[1][2][0][0].key.key[3].key.key[0][1][2].key[2][2].key.key[2][0][0].key[0][2][2][2][0][3].key[3][3][2][3][1][1][3][0][0][3][1][0][2][4][2]', line 814592, position 129.","794"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_102.json","grammar_102.json","Jil","Success","","1564"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_102.json","grammar_102.json","Utf8Json","Success","","1014"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_102.json","grammar_102.json","ServiceStack.Text","Success","","768"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_102.json","grammar_102.json","FastJson","Success","","1130"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_103.json","grammar_103.json","System.Text.Json","Error","The maximum configured depth of 64 has been exceeded. Cannot read next JSON array. Path: $ | LineNumber: 662777 | BytePositionInLine: 128.","434"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_103.json","grammar_103.json","Newtonsoft.Json","Error","The reader's MaxDepth of 64 has been exceeded. Path '[40].QBgJ8.uumJT[3].6huyOA[0][2][2][4][0][0].Ay5QxOgUdN[3][1].NDWbpAd[3][0].vr9fz[1][1][0][3][0][1][0][3][0][1][0].xQ3kc.2gEci[0][2][0].kmuG[2][3].JAP6s.V8rep[0].jGLGy.pTvar[0][0][2][2][1][1][2][3][1][0][0].9UL0XjSBMC[1][0].key[0][2].key[0].key[0][0]', line 662778, position 129.","732"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_103.json","grammar_103.json","Jil","Success","","1653"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_103.json","grammar_103.json","Utf8Json","Success","","1105"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_103.json","grammar_103.json","ServiceStack.Text","Success","","995"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_103.json","grammar_103.json","FastJson","Success","","1023"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_104.json","grammar_104.json","System.Text.Json","Error","The maximum configured depth of 64 has been exceeded. Cannot read next JSON object. Path: $ | LineNumber: 1751567 | BytePositionInLine: 128.","509"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_104.json","grammar_104.json","Newtonsoft.Json","Error","The reader's MaxDepth of 64 has been exceeded. Path '[96].nR4KX.EOdJ5[0][2][0].IerNA.WQfH4z[2][2][0].xYJ3[1].XQVsD.Hpzvv[0].e7IJ0.mHZbT[1][1][0][2].TpsZA.8iVwP[2][2].lagN4[0].BzLYCpF[3][3][0][1][4][1][3].key.key[0].key[0][3][1].key[4][0][1][2].key[0][2][2][4][1][1].key[1][0].key[1].key[0][2][0]', line 1751568, position 129.","1672"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_104.json","grammar_104.json","Jil","Success","","1713"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_104.json","grammar_104.json","Utf8Json","Success","","1026"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_104.json","grammar_104.json","ServiceStack.Text","Success","","835"
"C:\Users\Sammy\Documents\Thesis\AlaliSammyFuzzingJSON\JSONFiles\100mbgenerated\grammar_104.json","grammar_104.json","FastJson","Success","","1056"
